#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-10-02T14:41:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
#
#
#Coosys J2000: eq_FK5 J2000
#INFO votable-version=1.99+ (14-Oct-2013)
#INFO -ref=VIZ542d63fe1e03
#INFO -out.max=unlimited
#INFO queryParameters=13
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/543/A98&tab:{J/A+A/543/A98/veloc}&tab:{J/A+A/543/A98/photom}&key:source=J/A+A/543/A98/veloc&key:source=J/A+A/543/A98/photom&HTTPPRM:&&-ref=VIZ542d63fe1e03&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-source=J/A+A/543/A98/veloc,J/A+A/543/A98/photom
#-order=I
#-out=HJD
#-out=RV
#-out=e_RV
#-out=Int
#-out=e_Int
#
#INFO CatalogsExamined=2
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_35430098
#Name: J/A+A/543/A98
#Title: {beta} Gem radial velocity and photometric data (Hatzes+, 2012)
#Table J_A_A_543_A98_veloc:
#Name: J/A+A/543/A98/veloc
#Title: Radial velocities of beta Gem \vizContent{timeSerie}(\wGraph{J/A+A/543/A98/./veloc}{}{velocity curve})
#---Details of Columns:
    HJD (d)    (F13.5) Heliocentric Julian date [ucd=time.epoch]
    RV (m/s)   (F6.2)  Radial velocity [ucd=phys.veloc;pos.heliocentric]
    e_RV (m/s) (F5.2)  rms uncertainty on RV [ucd=stat.error]
------------- ------ -----
2450096.26909  -5.03  3.25
2450096.27169  -8.55  3.15
2450096.27465  -6.49  3.03
2450096.27752  -9.22  3.10
2450096.28041  -8.30  3.21
2450096.28330  -1.99  2.94
2450096.28615  -2.92  3.13
2450096.28906  -5.99  3.09
2450096.29193  -0.75  2.77
2450096.29554  -3.29  2.92
2450096.29918  -1.42  2.96
2450096.31372   2.08  3.26
2450096.31687   2.22  3.04
2450096.31972   3.51  3.10
2450096.32256   3.80  2.76
2450096.32539   4.74  2.75
2450096.32824   3.70  2.91
2450096.33109   4.38  2.92
2450096.33392   3.05  2.73
2450096.34844  -3.55  2.55
2450096.35128  -0.88  2.82
2450096.35412  -2.45  2.97
2450096.35697  -2.80  2.78
2450096.35981  -0.43  2.88
2450096.36265  -4.25  2.63
2450096.36550  -4.50  2.68
2450096.37429  -3.44  2.94
2450096.37713  -5.02  2.73
2450096.37996  -6.83  2.75
2450096.37996  -6.83  2.75
2450096.38280  -6.75  2.87
2450096.38280  -6.75  2.87
2450096.38565  -5.03  2.66
2450096.38850  -9.54  2.85
2450096.39133 -10.42  2.82
2450096.40612 -13.66  2.65
2450096.40897 -12.80  2.74
2450096.41181 -12.09  2.76
2450096.41464 -13.60  2.66
2450096.41749 -13.54  2.66
2450096.42031 -13.09  2.68
2450096.42316 -10.48  2.62
2450096.43797 -13.93  2.69
2450096.44080 -12.78  2.70
2450096.44364 -15.91  3.56
2450096.44648 -14.86  3.88
2450096.44933 -11.03  4.69
2450096.45217 -10.76  2.65
2450096.45501 -12.62  2.74
2450096.47520  -9.75  2.43
2450096.47734 -11.75  2.61
2450096.47949 -10.59  2.71
2450096.48165 -10.92  2.76
2450096.48379  -9.74  2.68
2450096.48594 -13.27  2.62
2450096.48809 -13.83  2.74
2450096.49025 -14.99  2.81
2450096.49239 -10.56  2.84
2450096.49454 -11.24  2.83
2450096.51210  -4.73  2.71
2450096.51424  -2.99  2.72
2450096.51639  -3.42  2.68
2450096.51858  -8.05  2.78
2450096.52073  -7.27  3.01
2450096.52289  -3.63  2.69
2450096.52503  -4.34  2.70
2450096.52717  -6.77  2.79
2450096.52931  -5.70  2.62
2450096.53145  -8.22  2.75
2450096.53954  -4.91  2.66
2450096.54168  -5.99  2.82
2450096.54383  -2.70  2.80
2450096.54597  -9.98  2.74
2450096.54811  -4.99  2.92
2450096.55025  -3.58  2.72
2450096.55239  -2.98  2.61
2450096.55453  -5.23  2.85
2450096.55667  -5.10  2.85
2450096.55881  -3.99  2.86
2450096.57281  -6.70  2.92
2450096.57496  -2.75  2.87
2450096.57709  -2.81  2.80
2450096.57923  -4.58  2.58
2450096.58137  -3.62  2.58
2450096.58351  -4.25  2.78
2450096.58567  -4.98  2.88
2450096.58781  -4.58  2.81
2450096.58994  -3.89  2.75
2450096.58994  -3.89  2.75
2450096.59209  -2.77  2.87
2450096.59209  -2.77  2.87
2450096.59446  -2.75  2.74
2450096.61575   2.95  2.62
2450096.61790   0.04  2.99
2450096.62004   3.33  2.77
2450096.62218   2.35  2.71
2450096.62433   4.52  2.85
2450096.62647   4.45  2.77
2450096.62861   3.76  2.68
2450096.63075   6.04  2.69
2450096.63289   6.58  2.77
2450096.63504   5.29  2.86
2450096.64898   7.64  2.66
2450096.65112   9.95  2.71
2450096.65328  11.30  2.81
2450096.65543  12.73  3.05
2450096.65757  11.80  2.81
2450096.65971   8.35  2.72
2450096.66185  10.81  3.14
2450096.66400   5.23  3.01
2450096.66614   4.95  2.60
2450096.66828   0.17  2.71
2450096.66828   0.17  2.71
2450096.67050   2.76  2.75
2450096.67050   2.76  2.75
2450096.68122  -3.21  2.87
2450096.68337  -5.01  2.75
2450096.68551  -3.51  2.85
2450096.68765  -2.77  2.99
2450096.68979  -6.42  3.15
2450096.69194  -4.77  3.02
2450096.69408  -6.33  3.11
2450096.69623  -7.10  2.93
2450096.69838  -3.96  2.96
2450096.70171  -4.93  2.86
2450096.72408  -2.67  2.91
2450096.72623   2.26  2.97
2450096.72838   0.98  3.33
2450096.73052   5.14  2.81
2450096.73267   4.07  2.99
2450096.73481   4.56  2.83
2450096.73696   6.40  3.13
2450096.73910   8.76  2.91
2450096.74126   9.14  3.03
2450096.74340  13.07  2.93
2450097.26642   6.81  3.18
2450097.26934   6.79  2.85
2450097.29828   4.30  3.12
2450097.30153   5.98  3.29
2450097.30438   4.33  3.20
2450097.30722   2.23  3.22
2450097.31006  -1.06  2.99
2450097.31290  -0.51  2.96
2450097.31290  -0.73  2.97
2450097.31574  -1.65  3.07
2450097.31574  -1.65  3.07
2450097.31857  -1.99  2.88
2450097.32174  -3.83  3.08
2450097.32458  -2.74  2.96
2450097.32741  -2.50  3.05
2450097.33025  -1.88  3.01
2450097.33310  -4.71  3.05
2450097.33878  -2.14  2.97
2450097.36000  -6.13  3.26
2450097.36214   2.46  2.83
2450097.36642  -3.15  3.01
2450097.36856   1.28  3.26
2450097.37070  -1.81  3.42
2450097.37284   0.41  3.50
2450126.31390   1.46  3.72
2450126.31663   1.94  3.65
2450126.31914   4.57  3.78
2450126.32283   6.15  3.84
2450126.32559  -0.23  3.84
2450126.32842   0.28  3.51
2450126.33126  -1.75  3.61
2450126.33409  -0.80  3.64
2450126.33693   0.86  4.01
2450126.33976  -0.48  3.43
2450126.34266  -0.25  3.89
2450126.34599  -1.92  3.72
2450126.35959  -3.64  4.60
2450126.36242  -0.37  3.51
2450126.36527  -1.81  3.50
2450126.36812   0.08  3.72
2450126.37097  -0.90  3.50
2450126.37381  -0.75  3.48
2450126.37665  -2.98  3.64
2450126.39331   1.24  3.55
2450126.39616   2.13  3.35
2450126.39901   0.28  3.25
2450126.40186   1.40  3.24
2450126.40470   1.68  3.50
2450126.40754  -0.84  3.25
2450126.41039   0.17  3.47
2450126.41749   1.54  3.28
2450126.41964   0.21  3.67
2450126.42180  -2.94  3.66
2450126.42394   0.19  3.38
2450126.42609  -3.31  3.41
2450126.42828  -1.02  3.46
2450126.43043  -3.43  3.37
2450126.45319  -6.11  4.01
2450126.45602  -7.33  3.66
2450126.45887  -9.68  3.71
2450126.46172  -5.82  3.68
2450126.46456  -8.39  3.77
2450126.46740  -9.04  3.59
2450126.47026  -4.98  3.57
2450126.48428  -6.91  3.40
2450126.48713  -6.50  3.71
2450126.48998  -6.46  3.54
2450126.49283  -4.01  3.42
2450126.49567  -0.14  3.33
2450126.49852  -0.29  3.61
2450126.50136  -2.30  3.67
2450126.50830   4.93  3.36
2450126.51114   4.45  3.52
2450126.51401   3.75  3.38
2450126.51684   3.34  3.50
2450126.51969   3.96  3.47
2450126.52254   4.49  3.48
2450126.52537   6.52  3.63
2450126.54346   3.22  3.40
2450126.54562   5.12  3.64
2450126.54777   2.54  3.70
2450126.54992   1.38  3.73
2450126.55207  -0.95  3.71
2450126.55421   2.95  3.57
2450126.55637   3.80  3.54
2450126.55852   3.66  3.61
2450126.57572   2.53  3.80
2450126.57855   1.60  3.75
2450126.58139   3.35  3.39
2450126.58424   2.01  3.80
2450126.58707   0.75  3.60
2450126.58991   2.91  3.88
2450126.59276   3.52  3.31
2450126.60634   2.40  3.55
2450126.60848   3.25  3.71
2450126.61063   1.79  3.43
2450126.61277   1.84  3.99
2450126.61491   3.80  3.75
2450126.61705   1.65  3.76
2450126.61919   2.64  3.91
2450126.62134   0.94  3.51
2450126.62348   1.78  3.77
2450126.63466   1.62  3.93
2450126.63680   4.33  3.62
2450126.63895   0.88  3.60
2450126.64109   2.55  3.68
2450126.64324  -1.45  3.62
2450126.64538   1.63  3.47
2450126.64752  -1.32  3.33
2450126.65153  -0.74  3.48
2450126.65412  -2.97  3.56
2450126.65626   2.59  3.83
2450126.65840   0.47  3.83
2450126.66055  -2.52  3.79
2450126.66271  -1.53  3.62
2450126.66485   0.57  4.07
2450126.66700  -2.28  3.65
2450126.68513   2.00  4.00
2450126.68728   4.53  3.73
2450126.68943   6.38  3.76
2450126.69158   5.81  3.74
2450126.69374   3.15  3.94
2450126.69589   5.41  3.58
2450126.69804   9.35  3.78
2450126.70965   9.41  3.74
2450126.71249  10.86  3.72
2450126.71553   7.14  3.99
2450126.71839  10.42  3.72
2450168.30900  -0.04  2.59
2450168.31079   1.32  2.45
2450168.31259   1.07  2.54
2450168.31438   0.17  2.57
2450168.31617   4.43  3.13
2450168.31795   0.57  2.67
2450168.31977   5.13  2.46
2450168.32156   3.69  2.52
2450168.32334   5.09  2.48
2450168.32514   6.45  2.37
2450168.33013   5.30  2.47
2450168.33582   5.66  2.48
2450168.33762   6.84  2.47
2450168.33940   5.67  2.61
2450168.34119   3.60  2.47
2450168.34298   5.79  2.46
2450168.34478   5.37  2.50
2450168.34657   4.64  2.49
2450168.34837   5.26  2.45
2450168.35016   4.92  2.45
2450168.35195   3.85  2.50
2450168.35996   3.44  2.56
2450168.36178  -0.12  2.56
2450168.36357   0.57  2.60
2450168.36537  -1.03  2.31
2450168.36716  -0.87  2.54
2450168.36894  -1.43  2.62
2450168.37074  -2.52  2.75
2450168.37253  -2.80  2.39
2450168.37431  -2.50  2.59
2450168.37611  -1.63  2.54
2450168.38179  -4.96  2.43
2450168.38358  -3.87  2.69
2450168.38538  -4.15  2.41
2450168.38716  -2.43  2.59
2450168.38895  -3.77  2.69
2450168.39074  -3.89  2.87
2450168.39253  -1.49  2.33
2450168.39431  -4.77  2.33
2450168.39611  -2.57  2.23
2450168.39790  -2.86  2.38
2450168.40241  -3.31  2.65
2450168.40421  -1.01  2.40
2450168.40600  -2.70  2.52
2450168.40778  -0.35  2.13
2450168.40956   0.32  2.46
2450168.41136  -0.21  2.43
2450168.41314  -0.31  2.63
2450168.41493  -0.50  2.43
2450168.41673  -0.67  2.22
2450168.41852   0.08  2.36
2450168.42372   3.12  2.37
2450168.42551   3.71  2.54
2450168.42729   3.17  2.37
2450168.42908   2.39  2.45
2450168.43087   2.80  2.68
2450168.43265   2.00  2.68
2450168.43445   5.19  2.46
2450168.43624   4.06  2.45
2450168.43802   3.62  2.64
2450168.43982   4.07  2.35
2450168.44523   5.57  2.36
2450168.44703   3.28  2.34
2450168.44882   2.35  2.48
2450168.45060   2.15  2.45
2450168.45240   3.54  2.80
2450168.45418   2.90  2.43
2450168.45597   3.02  2.67
2450168.45777   2.38  2.58
2450168.45955   3.23  2.46
2450168.46134   4.27  2.43
2450168.46756   2.80  2.50
2450168.46935   3.21  2.51
2450168.47115   1.62  2.63
2450168.47294   3.22  2.35
2450168.47472   4.52  2.67
2450168.47652   4.95  2.66
2450168.47831   5.21  2.58
2450168.48010   2.96  2.53
2450168.48189   2.70  2.47
2450168.48368   3.28  2.53
2450168.49932   4.77  2.38
2450168.50111   5.16  2.46
2450168.50290   6.24  2.65
2450168.50470  10.33  2.58
2450168.50649   7.85  2.58
2450168.50827   9.34  2.58
2450168.51007   8.42  2.39
2450168.51186   7.45  2.86
2450168.51364   6.53  2.56
2450168.51544   7.62  2.72
2450168.52533   8.21  2.74
2450168.52713   8.69  2.78
2450168.52892   7.70  2.99
2450168.53070   5.20  2.90
2450168.53249   8.09  2.93
2450168.53428   4.54  2.72
2450168.53607   5.15  2.88
2450168.53786   5.48  2.76
2450168.53967   5.44  2.88
2450168.54148   3.76  2.58
2450168.55128   0.83  2.78
2450168.55342   1.45  2.96
2450168.55556   0.28  2.67
2450168.55770   2.21  2.82
2450168.55984  -0.08  2.63
2450168.56201   1.80  2.74
2450168.56415   1.31  2.82
2450168.58177   8.60  3.02
2450168.58390   5.72  3.28
2450168.58604   6.30  3.17
2450168.58818   6.05  3.09
2450168.59032   5.20  2.80
2450168.59246   2.89  3.77
2450168.59459   6.27  3.68
2450170.26619  -3.70  2.57
2450170.26798  -7.18  2.81
2450170.26976  -4.42  2.65
2450170.27156  -4.96  2.34
2450170.27334  -6.53  2.66
2450170.27513  -5.33  2.61
2450170.27693  -7.30  2.62
2450170.27873  -6.04  2.44
2450170.28052  -7.75  2.30
2450170.28231  -4.58  2.49
2450170.29020  -1.55  2.28
2450170.29198  -4.46  2.59
2450170.29378  -1.04  2.38
2450170.29556  -0.60  2.54
2450170.30272  -0.13  2.42
2450170.30450  -0.89  2.54
2450170.30630  -0.31  2.55
2450170.31920  -0.99  2.35
2450170.32391   0.87  2.49
2450170.32570  -0.56  2.47
2450170.32749   2.43  2.47
2450170.32928   2.95  2.51
2450170.33107  -0.77  2.52
2450170.33286  -1.40  2.34
2450170.33464  -1.12  2.42
2450170.33643   1.57  2.39
2450170.33823  -0.20  2.44
2450170.35084  -5.83  2.65
2450170.35262  -5.33  2.83
2450170.35442  -1.06  2.34
2450170.35621  -6.32  2.56
2450170.35801  -5.73  2.59
2450170.35979  -6.95  2.47
2450170.36158  -5.25  2.42
2450170.36340  -5.08  2.59
2450170.36521  -4.25  2.60
2450170.36701  -6.11  2.35
2450170.38306  -1.35  2.35
2450170.38487  -1.22  2.53
2450170.38666  -1.01  2.55
2450170.38844  -3.08  2.39
2450170.39024  -2.03  2.65
2450170.39202  -0.69  3.12
2450170.39381   0.04  2.54
2450170.39561  -0.49  2.91
2450170.39739  -1.59  2.70
2450170.39918   0.22  2.46
2450170.40416   2.54  2.71
2450170.40594  -1.01  2.82
2450170.40774   2.33  2.52
2450170.40953   2.07  2.58
2450170.41132   2.30  2.40
2450170.41312   1.66  2.60
2450170.41490   3.94  2.63
2450170.41669   3.26  2.49
2450170.41849   3.45  2.68
2450170.42027   0.82  2.57
2450170.43488   7.53  2.57
2450170.43666   8.79  2.62
2450170.43845   4.72  2.64
2450170.44025   9.88  2.34
2450170.44203   5.61  2.67
2450170.44382   5.51  2.81
2450170.44562   9.21  2.70
2450170.44741   7.41  2.68
2450170.44922   7.53  2.62
2450170.45100   9.90  2.26
2450170.46324   6.25  2.74
2450170.46503   7.51  3.34
2450170.46682   5.51  2.72
2450170.46862   9.38  3.23
2450170.47112   5.94  2.67
2450170.47396   3.20  3.25
2450170.47678  -0.11  3.11
2450171.25967  -7.12  3.88
2450171.26146  -3.21  3.33
2450171.26327  -2.76  3.56
2450171.26506  -6.29  3.69
2450171.26684  -3.39  3.04
2450171.27201  -0.17  3.92
2450171.27380  -0.38  3.05
2450171.27558   0.35  3.24
2450171.27739   2.52  3.14
2450171.27918   0.68  3.02
2450171.28098  -1.42  2.90
2450171.30274  -1.89  3.08
2450171.30455  -2.19  2.85
2450171.30634  -3.25  3.23
2450171.30812  -8.18  2.84
2450171.30997  -7.15  3.43
2450171.31142  -3.03  3.01
2450171.31287  -2.29  3.56
2450171.31431  -9.81  2.95
2450171.31575  -5.54  3.28
2450171.31720  -7.40  3.52
2450171.31863 -11.69  3.06
2450171.32008  -6.99  3.03
2450171.32153  -9.91  3.03
2450171.32297 -11.78  3.68
2450171.32688 -10.51  3.10
2450171.32833  -9.77  3.35
2450171.32977 -15.52  3.71
2450171.33121 -12.18  3.56
2450171.33265 -12.82  3.11
2450171.33409 -12.28  3.31
2450171.33554 -12.69  3.16
2450171.33699 -13.22  3.05
2450171.33843 -13.36  2.97
2450171.33988 -12.10  3.09
2450171.34350 -15.07  3.51
2450171.34495 -12.18  3.32
2450171.34640 -16.63  3.31
2450171.34784 -15.67  3.23
2450171.34929 -14.24  3.18
2450171.35073 -14.34  3.28
2450171.35217 -17.59  2.99
2450171.35361 -10.01  3.12
2450171.35505 -16.62  3.43
2450171.35650 -13.98  3.38
2450171.36722 -10.12  2.66
2450171.36865 -11.21  3.53
2450171.37010  -7.36  3.32
2450171.37153  -5.15  2.98
2450171.37298  -6.37  3.76
2450171.37443  -5.33  3.60
2450171.37587  -7.24  3.41
2450171.37732  -9.16  3.77
2450171.37878  -5.40  3.49
2450171.38023  -6.22  4.02
2450171.38433  -2.91  3.53
2450171.38578  -3.12  3.44
2450171.38723  -2.30  3.42
2450171.38867  -2.34  3.82
2450171.39012  -1.35  3.53
2450171.39157  -0.95  3.31
2450171.39300   0.96  3.09
2450171.39445   1.78  3.15
2450171.39588   1.71  3.79
2450171.39737  -1.41  3.26
2450171.41073  -0.88  3.56
2450171.41218  -1.73  3.51
2450171.41361   0.62  3.23
2450171.41506  -3.21  3.63
2450171.41651  -5.52  3.47
2450171.41795  -2.23  3.79
2450171.41940  -2.60  2.98
2450171.42085  -1.90  3.73
2450171.42229  -3.36  4.43
2450171.42374  -4.12  3.79
2450171.43458  -5.60  3.78
2450171.43603  -5.63  3.07
2450171.43748 -13.36  3.73
2450171.43891  -3.42  3.41
2450171.44036  -7.72  3.57
2450171.44181  -9.86  3.07
2450171.44325  -8.31  3.81
2450171.44470  -9.31  3.75
2450171.44615 -11.88  3.86
2450171.44760 -13.24  4.13
2450171.46308 -17.76  4.17
2450171.46454 -16.84  3.99
2450171.46602 -15.73  3.78
2450171.46749 -13.51  3.48
2450171.46893 -16.54  3.63
2450171.47038 -14.31  3.72
2450171.47183 -15.11  3.10
2450171.47327 -15.57  4.31
2450171.47472 -13.10  3.66
2450171.47617 -14.96  4.20
2450171.47765 -11.91  3.94
2450171.49151  -7.15  3.46
2450171.49298  -6.52  3.53
2450171.49446  -2.00  3.54
2450171.49595  -0.91  3.33
2450171.49742  -4.99  4.34
2450171.49886  -2.00  3.53
2450171.50641   6.97  2.99
2450171.50806   5.80  3.10
2450171.50950   6.30  2.86
2450171.51096   8.63  2.89
2450171.51239   8.58  3.40
2450171.51384   7.53  3.11
2450171.51527  10.49  2.94
2450171.51672  10.44  3.00
2450171.51815  11.05  2.88
2450171.51960  10.76  2.92
2450171.52106  13.10  2.93
2450171.52976  12.48  3.31
2450171.53121  11.75  2.94
2450171.53264  12.99  3.23
2450171.53409  13.40  3.08
2450171.53553  14.92  3.05
2450171.53697  13.15  3.32
2450171.53842  13.48  3.53
2450171.53985  11.64  3.52
2450171.54129  11.88  3.43
2450171.54274  14.21  3.35
2450171.55114   8.25  3.43
2450171.55258   8.45  3.27
2450171.55402   7.75  3.27
2450171.55547   8.19  3.17
2450171.55691   5.82  3.33
2450171.55835   6.31  3.32
2450171.55979   5.33  3.62
2450171.56123   3.40  3.22
2450171.56268   2.95  3.67
2450171.56411   3.10  3.30
2450171.57713  -5.19  3.49
2450171.57858  -6.24  3.10
2450171.58001  -7.04  3.44
2450171.58146  -5.42  4.11
2450171.58289  -8.27  3.56
2450171.58434  -8.53  3.74
2450171.58579 -10.75  3.41
2450171.58723 -12.46  3.67
2450171.58867  -7.68  4.12
2450171.59012  -5.91  4.20
2450171.59177  -9.11  3.95
2450171.60211  -1.28  3.40
2450171.60735  -1.30  5.09
2450171.60918  -0.47  4.81
2450171.61102  -2.48  4.99
2450171.61308  -0.89  5.25
2450171.61525   3.97  5.79
2450171.61754  -0.59  4.02
2450171.61986  -2.10  6.47
2450191.37125  -2.69  8.17
2450191.37312  -2.54  7.47
2450191.37500  -4.98  9.71
2450191.37685  -3.49  8.62
2450191.37872  -0.60  6.84
2450191.38058  -2.99  8.28
2450191.38243  -7.60  7.78
2450191.39139   7.29  6.86
2450191.39324   1.33  8.34
2450191.39509   1.29  7.43
2450191.39695   5.81  7.21
2450191.39880   6.47  6.79
2450191.40065   8.42  7.24
2450191.40250  10.79  7.76
2450191.40435   0.09  8.78
2450191.40620   3.92  9.25
2450191.40808   7.09  8.61
2450191.41774   9.71  8.08
2450191.41959  11.39  6.01
2450191.42144   9.65  8.97
2450191.42330  10.02  8.99
2450191.42516  13.51  9.30
2450191.42701   7.52  7.61
2450191.42886  10.40  6.43
2450191.43073   9.29  7.82
2450191.43258   8.16  8.27
2450191.43443   4.38  9.64
2450191.44509   5.83  7.81
2450191.44695   9.36  6.20
2450191.44880   7.64  7.76
2450191.45066   7.71  6.60
2450191.45252   8.08  7.55
2450191.45437   7.55  9.14
2450191.45625   4.50  8.81
2450191.45811   3.64  9.33
2450191.45996   8.19  6.82
2450191.46182   6.96  6.88
2450191.47135   4.65  7.77
2450191.47320   6.24  8.01
2450191.47506   2.44  9.40
2450191.47693   3.98  6.78
2450191.47901   2.07  8.60
2450191.48122   1.42  8.10
2450191.48342   1.14  7.87
2450191.48563   0.94  7.17
2450191.49507  -4.40  8.31
2450191.49726   0.26  8.77
2450191.49947  -1.25  6.84
2450191.50167   1.54  8.58
2450191.50387  -4.96  8.52
2450191.50607   4.03  9.23
2450191.50827   0.37  8.18
2450191.51762  10.41  9.15
2450191.51982  11.32  7.75
2450191.52201  11.04  8.58
2450191.52421  10.65  9.00
2450191.52641  13.44  8.91
2450191.52862  14.93  8.06
2450191.53082   9.60 11.52
2450191.54110   6.51 10.60
2450191.54673  13.35  8.16
2450191.55253   9.73  9.79
2450192.27708  -2.75  6.82
2450192.27857  -1.34  8.02
2450192.28008  -6.27  7.69
2450192.28158   1.91  6.98
2450192.28309  -3.92  8.38
2450192.28459  -1.32  8.64
2450192.37928  -3.89  8.30
2450192.38114  -3.68  8.14
2450192.38301  -6.58  8.82
2450192.38486  -0.49  7.71
2450192.38671  -6.97  6.39
2450192.38859  -6.06  7.70
2450192.39043  -7.15 10.15
2450192.39228  -6.22  8.40
2450192.39414  -9.93  7.65
2450192.39599  -4.08  8.14
2450192.41273  -6.52  7.70
2450192.41679   2.58  7.33
2450192.42050   2.54  9.54
2450192.42421  -1.51  8.66
2450192.42791   1.60  7.13
2450192.45294  12.20  8.07
